"id","name","base_experience","height","weight","types","abilities","hp","attack","defense","sp_attack","sp_defense","speed"
"10232","electrode-hisui","172","12","710","electric|grass","soundproof|static|aftermath","60","50","70","80","80","150"
"10220","centiskorch-gmax","184","750","10000","fire|bug","flash-fire|white-smoke|flame-body","100","115","65","90","90","65"
"10218","sandaconda-gmax","179","220","10000","ground","sand-spit|shed-skin|sand-veil","72","107","125","65","70","71"
"10225","duraludon-gmax","187","430","10000","steel|dragon","light-metal|heavy-metal|stalwart","70","95","115","120","50","85"
"10230","arcanine-hisui","194","20","1680","fire|rock","intimidate|flash-fire|rock-head","95","115","80","95","80","90"
"10237","lilligant-hisui","168","12","192","grass|fighting","chlorophyll|hustle|leaf-guard","70","105","75","50","75","105"
"10219","toxtricity-amped-gmax","176","240","10000","electric|poison","punk-rock|plus|technician","75","98","70","114","70","75"
"10240","braviary-hisui","179","17","434","psychic|flying","keen-eye|sheer-force|tinted-lens","110","83","70","112","70","65"
"10228","toxtricity-low-key-gmax","176","240","10000","electric|poison","punk-rock|minus|technician","75","98","70","114","70","75"
"10226","urshifu-single-strike-gmax","275","290","10000","fighting|dark","unseen-fist","100","130","100","63","60","97"
"10233","typhlosion-hisui","240","16","698","fire|ghost","blaze|frisk","73","84","78","119","85","95"
"10238","zorua-hisui","66","7","125","normal|ghost","illusion","35","60","40","85","40","70"
"10245","dialga-origin","306","70","8487","steel|dragon","pressure|telepathy","100","100","120","150","120","90"
"10223","alcremie-gmax","173","300","10000","fairy","sweet-veil|aroma-veil","65","60","75","110","121","64"
"10227","urshifu-rapid-strike-gmax","275","260","10000","fighting|water","unseen-fist","100","130","100","63","60","97"
"10248","basculegion-female","265","30","1100","water|ghost","swift-swim|adaptability|mold-breaker","120","92","65","100","75","78"
"10236","samurott-hisui","238","15","582","water|dark","torrent|sharpness","90","108","80","100","65","85"
"10234","qwilfish-hisui","88","5","39","dark|poison","poison-point|swift-swim|intimidate","65","95","85","55","55","85"
"10241","sliggoo-hisui","158","7","685","steel|dragon","sap-sipper|shell-armor|gooey","58","75","83","83","113","40"
"10246","palkia-origin","306","63","6590","water|dragon","pressure|telepathy","90","100","100","150","120","120"
"10253","wooper-paldea","42","4","110","poison|ground","poison-point|water-absorb|unaware","55","45","45","25","25","15"
"10231","voltorb-hisui","66","5","130","electric|grass","soundproof|static|aftermath","40","30","50","55","55","100"
"10256","palafin-hero","160","18","974","water","zero-to-hero|zero-to-hero","100","160","97","106","87","100"
"10235","sneasel-hisui","86","9","270","fighting|poison","inner-focus|keen-eye|pickpocket","55","95","55","35","75","115"
"10244","decidueye-hisui","239","16","370","grass|fighting","overgrow|scrappy","88","112","80","95","95","60"
"10249","enamorus-therian","116","16","480","fairy|flying","overcoat","74","115","110","135","100","46"
"10242","goodra-hisui","270","17","3341","steel|dragon","sap-sipper|shell-armor|gooey","80","100","100","110","150","60"
"10254","oinkologne-female","171","10","1200","normal","aroma-veil|gluttony|thick-fat","115","90","70","59","90","65"
"10261","squawkabilly-yellow-plumage","146","6","24","normal|flying","intimidate|hustle|sheer-force","82","96","51","45","51","92"
"10239","zoroark-hisui","179","16","730","normal|ghost","illusion","55","100","60","125","60","110"
"10264","koraidon-limited-build","335","35","3030","fighting|dragon","orichalcum-pulse|orichalcum-pulse","100","135","115","85","100","135"
"10243","avalugg-hisui","180","14","2624","ice|rock","strong-jaw|ice-body|sturdy","95","127","184","34","36","38"
"10252","tauros-paldea-aqua-breed","172","14","1100","fighting|water","intimidate|anger-point|cud-chew","75","110","105","30","70","100"
"10257","maushold-family-of-three","165","3","28","normal","friend-guard|cheek-pouch|technician","74","75","70","65","75","111"
"10262","squawkabilly-white-plumage","146","6","24","normal|flying","intimidate|hustle|sheer-force","82","96","51","45","51","92"
"10250","tauros-paldea-combat-breed","172","14","1150","fighting","intimidate|anger-point|cud-chew","75","110","105","30","70","100"
"10269","miraidon-drive-mode","335","28","2400","electric|dragon","hadron-engine|hadron-engine","100","85","100","135","115","135"
"10247","basculin-white-striped","161","10","180","water","rattled|adaptability|mold-breaker","70","92","65","80","55","98"
"10272","ursaluna-bloodmoon","275","24","2900","ground|normal","minds-eye","113","70","120","135","65","52"
"10260","squawkabilly-blue-plumage","146","6","24","normal|flying","intimidate|hustle|guts","82","96","51","45","51","92"
"10251","tauros-paldea-blaze-breed","172","14","850","fighting|fire","intimidate|anger-point|cud-chew","75","110","105","30","70","100"
"10258","tatsugiri-droopy","166","3","80","dragon|water","commander|storm-drain","68","50","60","120","95","82"
"10270","miraidon-aquatic-mode","335","28","2400","electric|dragon","hadron-engine|hadron-engine","100","85","100","135","115","135"
"10265","koraidon-sprinting-build","335","35","3030","fighting|dragon","orichalcum-pulse|orichalcum-pulse","100","135","115","85","100","135"
"10277","terapagos-stellar","90","17","770","normal","teraform-zero","160","105","110","130","110","85"
"10255","dudunsparce-three-segment","182","45","474","normal","serene-grace|run-away|rattled","125","100","80","85","75","55"
"10280","starmie-mega","","23","800","water|psychic","","60","140","105","130","105","120"
"10268","miraidon-low-power-mode","335","28","2400","electric|dragon","hadron-engine|hadron-engine","100","85","100","135","115","135"
"10259","tatsugiri-stretchy","166","3","80","dragon|water","commander|storm-drain","68","50","60","120","95","82"
"10266","koraidon-swimming-build","335","35","3030","fighting|dragon","orichalcum-pulse|orichalcum-pulse","100","135","115","85","100","135"
"10278","clefable-mega","","17","423","fairy|flying","","95","80","93","135","110","70"
"10273","ogerpon-wellspring-mask","275","12","398","grass|water","water-absorb","80","120","84","60","96","110"
"10285","froslass-mega","","26","296","ice|ghost","","70","80","70","140","100","120"
"10263","gimmighoul-roaming","60","1","10","ghost","run-away|run-away","45","30","25","75","45","80"
"10288","scolipede-mega","","32","2305","bug|poison","","60","140","149","75","99","62"
"10276","terapagos-terastal","90","3","160","normal","tera-shell","95","95","110","105","110","85"
"10286","emboar-mega","","18","1803","fire|fighting","","110","148","75","110","110","75"
"10274","ogerpon-hearthflame-mask","275","12","398","grass|fire","mold-breaker","80","120","84","60","96","110"
"10267","koraidon-gliding-build","335","35","3030","fighting|dragon","orichalcum-pulse|orichalcum-pulse","100","135","115","85","100","135"
"10281","dragonite-mega","","55","2900","dragon|flying","","91","124","115","145","125","100"
"10293","delphox-mega","","15","390","fire|psychic","","75","69","72","159","125","134"
"10271","miraidon-glide-mode","335","28","2400","electric|dragon","hadron-engine|hadron-engine","100","85","100","135","115","135"
"10296","floette-mega","","2","1008","fairy","","74","85","87","155","148","102"
"10284","skarmory-mega","","17","404","steel|flying","","65","140","110","40","100","110"
"10275","ogerpon-cornerstone-mask","275","12","398","grass|rock","sturdy","80","120","84","60","96","110"
"10294","greninja-mega","","15","400","water|dark","","72","125","77","133","81","142"
"10282","meganium-mega","","24","2010","grass|fairy","","80","92","115","143","115","80"
"10301","zygarde-mega","","77","6100","dragon|ground","","216","70","91","216","85","100"
"10289","scrafty-mega","","11","310","dark|fighting","","65","130","135","55","135","68"
"10279","victreebel-mega","","45","1255","grass|poison","","80","125","85","135","95","70"
"10292","chesnaught-mega","","16","900","grass|fighting","","88","137","172","74","115","44"
"10283","feraligatr-mega","","23","1088","water|dragon","","85","160","125","89","93","78"
"10302","drampa-mega","","30","2405","normal|dragon","","78","85","110","160","116","36"
"10287","excadrill-mega","","9","600","ground|steel","","110","165","100","65","65","103"
"10297","malamar-mega","","29","698","dark|psychic","","86","102","88","98","120","88"
"10290","eelektross-mega","","30","1800","electric","","85","145","80","135","90","80"
"10300","hawlucha-mega","","10","250","fighting|flying","","78","137","100","74","93","118"
"10291","chandelure-mega","","25","696","ghost|fire","","60","75","110","175","110","90"
"10295","pyroar-mega","","15","933","fire|normal","","86","88","92","129","86","126"
"10298","barbaracle-mega","","22","1000","rock|fighting","","72","140","130","64","106","88"
"10299","dragalge-mega","","21","1003","poison|dragon","","65","85","105","132","163","44"
"10303","falinks-mega","","16","990","fighting","","65","135","135","70","65","100"
